Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.497702782
Kazakhstan,KAZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.02786444
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.089513651
Latin America & Caribbean (excluding high income),LAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.274774902
Lao PDR,LAO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,22.95622251
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.378146951
Latin America & Caribbean,LCN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.780615252
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,49.72110211
Lithuania,LTU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,19.70504615
Luxembourg,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.336008078
Latvia,LVA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.31028302
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.657042028
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,28.73729768
Madagascar,MDG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.16059032
Middle East & North Africa,MEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.994765964
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.896276192
North Macedonia,MKD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,14.20471732
Malta,MLT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.153756219
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.14795609
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.77375122
Malaysia,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.378698625
North America,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.402800487
Niger,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.226217919
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,18.84718778
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.00120788
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.764123179
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.17222476
OECD members,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.238032407
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.506142506
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.859651288
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.333706301
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.765566672
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.741223919
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.995275537
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.79548874
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.68920956
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.474073719
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,138.8084602
Senegal,SEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.696818991
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.12106004
